"55","06","G.S.Lázaro - Ciudad Sanitaria","mb_cFtdpc@m@`@sMQgSa@oIGCvF{MMyAoFwH~DkJzEcIdEkVxLc@Wy@Q]d@Gt@Nd@`@LXRvBbPJjKJfQJ`KDdFXnApA~C?ZkDjCmDpCm@IULKv@wDpCiEbD{DxC_EzCuAz@mCZqDlCmFtDeBh@eGd@yCGyCOkCi@aEw@eHoAQsCk@kF]_EkAuTWaFiJtBeDl@mAGyCu@gDoBwFuDeDuBaDuB}DyC_HyGqIuIkDqDu@uAmAu@eBa@yIiGoHyE}HqF_TqNgA}@[sAg@oLIeLd@i@rAL`JvAnFbB~MpDu@xGi@pE_C~CkA~Dg@vD_AjB","2008-09-10 15:20:39","2008-09-14 10:59:14","#0000FF"
"3450151","34","Prado - Heliópolis","{i}bFtsmc@dAfGt@|C_@xAJ^d@b@h@bGr@|JaJdA_CVg@@h@lFbAdNr@xHElAkLvKi@UaAqI]eFOgEG{Ca@kFg@eG]RU`AAb@wHnAwEv@yGzC^tAgIpEtDvNm@NIAmLSwM]}PWGxG{Ma@}AqFkNjHyKzFaPhIuHnDc@e@m@Ca@ZEf@cOwGiCqAkAoB}By@{C{@c@i@m@LCh@N\`@B\BhAh@","2008-09-10 15:20:39","2008-09-10 15:20:39","#FF0000"
"4532531","C1","C1 - Circular Exterior","_nccFf}pc@lGxCjEdB`@ZRVXP`@PlBpMTvBBpLHdLJhLHvGFj@jB`F{GdFeAv@w@?WTEl@sDnCyFlEgGpE}BhBqC^m@TmG|E_CtA_@NgBb@gBRyADs@@}ACyAGeBO_BUiAYkAWkCi@oDo@eA]UeB{@@cA^i@x@[pCe@Xm@CiEq@aGeAoHuA{AWWrBQ^[RqF}@aGcAaIwAoLsBuHoAaHoAsDs@a]}FmFaAcAk@q@{AEiACgAt@kHp@wHHW`@k@Oe@\yELu@xAyB|@uAnBiCv@eAvDkFfA{ARGf@@n@h@hCtBfCtBvFtEz@x@ZTT?Tc@vA}ChEgJnAoCw@kASe@b@oGp@mIj@eJL_BMqECyAJ{@VkAhCgFl@aAj@c@vC_Bv@g@bA_AdAgA`@gAjB_G`AmCfAoAt@[lDUp@DzAfAfKnGtAfAh@P\a@rC_J`DcJjBuFZq@`@EVIDa@Im@hDeHxA_DZu@l@s@\c@LeAxEwGtAoBrBY`CW`BPdBPdBR`BVpHAfEz@~EtAlE~@bFjAzHhBh@Vg@hC_A`CmAtEaAvCc@zBI`@c@~@YrASpCiAzG}AtIY~BEx@Aj@aAxFu@~DUjAY|@c@p@Qf@Ib@Jh@VPrANlB\lCrA~AfArBz@","2008-09-10 15:20:39","2008-09-14 10:22:07","#00FF00"
"4532532","37","Bellavista - Prado","qa}bFhbnc@rN_IzBeA_@q@}AbA}@eAcALePrFh@tCWdAb@pALdBqNxB{KxAMo@y@sBwAhBiU`LeBtASvAw@MsDxA}BZ}MvGiAiEcNbHqDr@qSlJmEdB}D\yKSyEDgISqEe@cKkCuEkBaI_DU}Aq@_@s@d@]`Bd@z@JfA}BxN","2008-09-14 11:16:54","2008-09-14 11:17:47","#000FFF"
"4532533","41","Los Remedios","oedcFbqqc@[CAZZ|@MxCSnE?^TT|Aw@|@q@PMhFhMEh@Af@f@ZZATw@pKMpKQpLSnB?JhNHtIJbJQPg@@s@Jq@Vy@h@cAkBo@aBKoKWaY?wGIwDe@sE{@aGS_Ab@y@a@aAcACa@r@kJ{DaIcEk@uAoD_A_Bi@e@g@k@HEbAf@TbAX|Bt@pAb@t@`BsAbJk@|CaAv@u@?}@hE}EqA","2008-09-14 11:23:50","2008-09-14 11:25:28","#FF00FF"
"4532534","C4","Circular Anterior","{cdcF~opc@mFkB}FaCoEqBoD}A}FeCk@]e@Mo@IuD_AoC}@}@IwHKkDAcC[oCi@{@UcD{BaDoBwFgD}@a@kBHcBZcAh@u@dAiApDkAnDy@nBkB`BmBhAqBbAw@t@u@|Ao@fAq@rAc@h@a@dBKjBFj@RpDIdBa@fHm@hIa@zGQlBK`ApCdCnJ~ItJnJ|DfDtEbDpJnGhEjCtCv@r@MnAGjBa@p@@zG_B~IeBNe@hD[lBeAhBqCxGcI|GoHnGqHtA{AbDcBpHsE@_A]a@kCw@v@uDfB[lDkQDoAi@eAcDs@sBi@Yi@k@D}Bu@","2008-09-14 11:34:05","2008-09-14 17:04:06","#74e3ff"
